Comparison,Group 1,Group 2,Reaction ID,Reaction name,Subsystem,D,p-value,q-value (BH),Median Egg,Median L1,Delta median,Pooled range,Relative delta,Rank D,Rank relative delta,Combined score,Higher median in,Shown in Fig. 5,Equation,Median L2,Median L3,Median L4,Median L4f,Median Af,Median L4m,Median Am
Egg vs L1,Egg,L1,MAR04024,ATP:CMP phosphotransferase,Nucleotide metabolism,0.449,3.8661634556502726e-91,4.622586740451414e-91,188.022067,-0.923664,-188.945731,1934.010766,0.0977,92,94,186,Egg,,ADP[c] + CDP[c] <=> ATP[c] + CMP[c],,,,,,,
Egg vs L1,Egg,L1,MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.46,8.03225543981836e-96,9.81720109311133e-96,-188.604689,-7.526027,181.078662,1996.940645,0.0907,90,97,187,L1,,CoA[m] + GTP[m] + succinate[m] <=> GDP[m] + Pi[m] + succinyl-CoA[m],,,,,,,
Egg vs L1,Egg,L1,MAR03967,Cytidylate kinase (CMP)(GTP),Nucleotide metabolism,0.438,1.374604391933745e-86,1.591647190660126e-86,-188.603581,-9.764265,178.839317,1930.56244,0.0926,95,95,190,L1,,CDP[c] + GDP[c] <=> CMP[c] + GTP[c],,,,,,,
Egg vs L1,Egg,L1,MAR11318,Proton Diffusion,Extracellular transport,0.509,2.529553479526401e-118,3.31251050890362e-118,-0.003871,-13.400661,-13.39679,1994.977714,0.0067,84,109,193,Egg,,H+[e] <=> H+[c],,,,,,,
Egg vs L1,Egg,L1,MAR04410,(S)-malate hydro-lyase (fumarate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.506,7.239502597991699e-117,9.36876806798926e-117,0.049799,9.032349,8.98255,1970.583675,0.0046,85,110,195,L1,,fumarate[m] + H2O[m] <=> malate[m],,,,,,,
Egg vs L1,Egg,L1,MAR09406,R total exchange,Exchange/demand reactions,0.287,1.0946236062021007e-36,1.1804764380610891e-36,0.285683,0.388805,0.103122,2.91051,0.0354,99,101,200,L1,,ribose[e] <=> ,,,,,,,
Egg vs L1,Egg,L1,MAR04958,D-ribose transport via diffusion,Extracellular transport,0.287,1.0946236062021007e-36,1.1804764380610891e-36,0.285683,0.388805,0.103122,2.91051,0.0354,99,102,201,L1,,ribose[c] <=> ribose[e],,,,,,,
Egg vs L1,Egg,L1,MAR04350,ATP:D-ribose 5-phosphotransferase,Pentose phosphate pathway,0.287,1.0946236062021007e-36,1.1804764380610891e-36,0.285683,0.388805,0.103122,2.91051,0.0354,99,103,202,L1,,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],,,,,,,
Egg vs L1,Egg,L1,MAR04354,"D-Ribose 1,5-phosphomutase",Pentose phosphate pathway,0.287,1.0946236062021007e-36,1.1804764380610891e-36,0.285683,0.388805,0.103122,2.91051,0.0354,99,104,203,L1,,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],,,,,,,
Egg vs L1,Egg,L1,MAR05303,,Extracellular transport,0.114,4.441088228134397e-06,4.608676463158336e-06,-0.393617,-0.433628,-0.040011,0.579854,0.069,105,98,203,Egg,,ATP[c] <=> ATP[e],,,,,,,
Egg vs L1,Egg,L1,MAR00569,Exchange of ATP,Exchange/demand reactions,0.114,4.441088228134397e-06,4.608676463158336e-06,-0.393617,-0.433628,-0.040011,0.579854,0.069,105,99,204,Egg,,ATP[e] <=> ,,,,,,,
Egg vs L1,Egg,L1,MAR09108,Exchange of dihydroneopterin,Exchange/demand reactions,0.047,0.2193964992967708,0.2193964992967708,-0.008467,0.016634,0.025101,1.333067,0.0188,108,105,213,L1,,dihydroneopterin[e] <=> ,,,,,,,
Egg vs L1,Egg,L1,MAR02186,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",Miscellaneous,0.047,0.2193964992967708,0.2214093112169247,-0.008467,0.016634,0.025101,1.333067,0.0188,108,106,214,L1,,"3 H2O[e] + 6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> dihydroneopterin[e] + 2 H+[e] + 3 Pi[e]",,,,,,,
Egg vs L1,Egg,L1,MAR04008,ATP:UMP phosphotransferase,Pyrimidine metabolism,0.054,0.1082872208757189,0.1113233111806456,46.353673,26.73742,-19.616253,1997.895699,0.0098,107,108,215,Egg,,ADP[c] + UDP[c] <=> ATP[c] + UMP[c],,,,,,,
Egg vs L1,Egg,L1,MAR01871,"Exchange of 7, 8-Dihydroneopterin 3-Triphosphate",Exchange/demand reactions,0.047,0.2193964992967708,0.2193964992967708,0.008467,-0.016634,-0.025101,1.333067,0.0188,108,107,215,Egg,,"6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> ",,,,,,,
L1 vs L2,L1,L2,MAR00753,N-acylsphingosine amidohydrolase,Sphingolipid metabolism,1.0,0.0,0.0,,-0.301851,0.299243,0.333079,0.8984,1,1,2,L2,yes,dihydroceramide pool[c] + H2O[c] <=> sphinganine[c] + fatty acid pool[c],-0.002608,,,,,,
L1 vs L2,L1,L2,MAR11958,Passive diffusion of sphinganine (e to c),Extracellular transport,1.0,0.0,0.0,,0.301851,-0.299243,0.333079,0.8984,1,2,3,L1,,sphinganine[e] <=> sphinganine[c],0.002608,,,,,,
L1 vs L2,L1,L2,MAR11959,Exchange of Sphinganine,Exchange/demand reactions,1.0,0.0,0.0,,-0.301851,0.299243,0.333079,0.8984,1,3,4,L2,,sphinganine[e] <=> ,-0.002608,,,,,,
L1 vs L2,L1,L2,MAR11947,Exchange of Sphingosine,Exchange/demand reactions,1.0,0.0,0.0,,0.473153,-0.455529,0.645835,0.7053,1,4,5,L1,yes,sphingosine[e] <=> ,0.017624,,,,,,
L1 vs L2,L1,L2,MAR09641,Transport of sphingosine (c to e),Extracellular transport,1.0,0.0,0.0,,0.473153,-0.455529,0.645835,0.7053,1,5,6,L1,,sphingosine[c] <=> sphingosine[e],0.017624,,,,,,
L1 vs L2,L1,L2,MAR00758,acyl-CoA:sphingosine N-acyltransferase,Sphingolipid metabolism,1.0,0.0,0.0,,0.473153,-0.455529,0.645835,0.7053,1,6,7,L1,,ceramide pool[c] + CoA[c] + H+[c] => sphingosine[c] + acyl-CoA pool[c],0.017624,,,,,,
L1 vs L2,L1,L2,MAR06911,Complex II reaction for respiratory chain,Oxidative phosphorylation,1.0,0.0,0.0,,2.121523,-1.727606,2.66057,0.6493,1,12,13,L1,yes,FADH2[m] + ubiquinone[m] <=> FAD[m] + ubiquinol[m],0.393917,,,,,,
L1 vs L2,L1,L2,MAR04145,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1.0,0.0,0.0,,5.390506,-5.017549,8.288184,0.6054,1,13,14,L1,yes,acetyl-CoA[m] + H2O[m] + OAA[m] => citrate[m] + CoA[m] + H+[m],0.372957,,,,,,
L1 vs L2,L1,L2,MAR04458,citrate hydro-lyase (cis-aconitate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1.0,0.0,0.0,,-5.390506,5.017549,8.288184,0.6054,1,14,15,L2,,cis-aconitate[m] + H2O[m] <=> citrate[m],-0.372957,,,,,,
L1 vs L2,L1,L2,MAR04589,isocitrate hydro-lyase (cis-aconitate-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1.0,0.0,0.0,,5.390424,-5.017467,8.288102,0.6054,1,15,16,L1,,cis-aconitate[m] + H2O[m] <=> isocitrate[m],0.372957,,,,,,
L1 vs L2,L1,L2,MAR06286,Citrate/2-oxoglutarate antiporter (mitochondrial),Mitochondrial transport,1.0,0.0,0.0,,5.757355,-5.443151,9.722373,0.5599,1,20,21,L1,yes,AKG[m] + citrate[c] + H+[c] => AKG[c] + citrate[m] + H+[m],0.314204,,,,,,
L1 vs L2,L1,L2,MAR04957,Transport of citrate (m to c),Mitochondrial transport,1.0,0.0,0.0,,5.757355,-5.212682,9.576731,0.5443,1,21,22,L1,,citrate[m] => citrate[c],0.544673,,,,,,
L1 vs L2,L1,L2,MAR04652,succinate:quinone oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1.0,0.0,0.0,,-5.818523,5.217334,9.588269,0.5441,1,22,23,L2,,fumarate[m] + ubiquinol[m] <=> succinate[m] + ubiquinone[m],-0.601189,,,,,,
L1 vs L2,L1,L2,MAR20111,MAR20111,Miscellaneous,1.0,0.0,0.0,,4.847344,-4.474387,8.223842,0.5441,1,23,24,L1,,acetyl-CoA[m] + glyoxalate[m] + H2O[m] => CoA[m] + malate[m],0.372957,,,,,,
L1 vs L2,L1,L2,MAR15020m,,,1.0,0.0,0.0,,4.847344,-4.474387,8.223842,0.5441,1,24,25,L1,,isocitrate[m] <=> glyoxalate[m] + succinate[m],0.372957,,,,,,
L1 vs L2,L1,L2,MAR04947,,Extracellular transport,1.0,0.0,0.0,,-0.35296,0.349351,0.662955,0.527,1,29,30,L2,,UTP[c] <=> UTP[e],-0.003609,,,,,,
L1 vs L2,L1,L2,MAR09440,L-Valine exchange,Exchange/demand reactions,1.0,0.0,0.0,,-0.35296,0.349351,0.662955,0.527,1,30,31,L2,,UTP[e] <=> ,-0.003609,,,,,,
L1 vs L2,L1,L2,MAR04885,H2O transport via diffusion,Extracellular transport,1.0,0.0,0.0,,517.448501,-513.593859,997.841192,0.5147,1,32,33,L1,,H2O[c] <=> H2O[e],3.854642,,,,,,
L1 vs L2,L1,L2,MAR02351,Facilitated diffusion of phosphate (c to e),Extracellular transport,1.0,0.0,0.0,,501.713932,-501.13086,999.413576,0.5014,1,35,36,L1,,Pi[c] => Pi[e],0.583072,,,,,,
L1 vs L2,L1,L2,MAR04898,O2 transport  diffusion ,Mitochondrial transport,1.0,0.0,0.0,,10.161865,-9.144294,18.793726,0.4866,1,36,37,L1,,O2[c] <=> O2[m],1.017571,,,,,,
L1 vs L2,L1,L2,MAR06914,ferrocytochrome-c:oxygen oxidoreductase,Oxidative phosphorylation,1.0,0.0,0.0,,9.580297,-8.565291,17.973857,0.4765,1,38,39,L1,,4 ferrocytochrome C[m] + 8 H+[m] + O2[m] => 4 ferricytochrome C[m] + 2 H2O[m] + 4 H+[i],1.015006,,,,,,
L1 vs L2,L1,L2,MAR06918,ubiquinol:ferricytochrome-c oxidoreductase,Oxidative phosphorylation,1.0,0.0,0.0,,19.160593,-17.130582,35.947713,0.4765,1,39,40,L1,,2 ferricytochrome C[m] + 2 H+[m] + ubiquinol[m] => 2 ferrocytochrome C[m] + ubiquinone[m] + 4 H+[i],2.030012,,,,,,
L1 vs L2,L1,L2,MAR00642,phosphatidylethanolamine phosphatidohydrolase,Glycerophospholipid metabolism,1.0,0.0,0.0,,12.139299,-12.137789,26.235743,0.4626,1,44,45,L1,,H2O[c] + PE-LD pool[c] => ethanolamine[c] + H+[c] + phosphatidate-LD-PE pool[c],0.00151,,,,,,
L1 vs L2,L1,L2,MAR00648,ATP:ethanolamine O-phosphotransferase,Glycerophospholipid metabolism,1.0,0.0,0.0,,12.139299,-12.137789,26.235743,0.4626,1,45,46,L1,,ATP[c] + ethanolamine[c] => ADP[c] + ethanolamine-phosphate[c] + H+[c],0.00151,,,,,,
L1 vs L2,L1,L2,MAR00598,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",Glycerophospholipid metabolism,1.0,0.0,0.0,,12.139378,-12.137717,26.235671,0.4626,1,46,47,L1,,"H2O[c] + phosphatidate-LD-PE pool[c] => 1,2-diacylglycerol-LD-PE pool[c] + Pi[c]",0.001661,,,,,,
L1 vs L2,L1,L2,MAR00651,CTP:ethanolamine-phosphate cytidylyltransferase,Glycerophospholipid metabolism,1.0,0.0,0.0,,12.124668,-12.123085,26.266606,0.4615,1,47,48,L1,,CTP[c] + ethanolamine-phosphate[c] + H+[c] => CDP-ethanolamine[c] + PPi[c],0.001583,,,,,,
L1 vs L2,L1,L2,MAR00614,"CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase",Glycerophospholipid metabolism,1.0,0.0,0.0,,12.082814,-12.081231,26.192013,0.4613,1,48,49,L1,,"1,2-diacylglycerol-LD-PE pool[c] + CDP-ethanolamine[c] => CMP[c] + H+[c] + PE-LD pool[c]",0.001582,,,,,,
L1 vs L2,L1,L2,MAR03804,L-glutamate:NADP+ oxidoreductase (deaminating),"Alanine, aspartate and glutamate metabolism",0.997,0.0,0.0,,0.46589,-0.358979,0.551625,0.6508,42,11,53,L1,,AKG[m] + 2 H+[m] + NADPH[m] + NH3[m] <=> glutamate[m] + H2O[m] + NADP+[m],0.106911,,,,,,
L1 vs L2,L1,L2,MAR06916,ATP phosphohydrolase,Oxidative phosphorylation,1.0,0.0,0.0,,35.741468,-33.20301,76.097684,0.4363,1,55,56,L1,,ADP[m] + Pi[m] + 3 H+[i] => ATP[m] + 2 H+[m] + H2O[m],2.538457,,,,,,
L1 vs L2,L1,L2,MAR07591,1-Acyl-sn-glycerol 3-phosphate + NADP+ <=> Acylglycerone phosphate + NADPH + H+,Glycerophospholipid metabolism,1.0,0.0,0.0,,0.082366,-0.084958,0.20144,0.4218,1,57,58,L1,,NADP+[c] + 1-acylglycerol-3P pool[c] <=> acylglycerone-phosphate[c] + H+[c] + NADPH[c],-0.002592,,,,,,
L1 vs L2,L1,L2,MAR03153,Hexanoyl-CoA:acetyl-CoA C-acyltransferase,Beta oxidation of even-chain fatty acids (mitochondrial),0.945,0.0,0.0,,0.301449,-0.258461,0.383959,0.6731,51,7,58,L1,,3-oxooctanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + hexanoyl-CoA[m],0.042987,,,,,,
L1 vs L2,L1,L2,MAR02148,Trans-Oct-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,0.945,0.0,0.0,,0.301449,-0.258461,0.383959,0.6731,51,8,59,L1,,NADP+[m] + octanoyl-CoA[m] <=> (2E)-octenoyl-CoA[m] + H+[m] + NADPH[m],0.042987,,,,,,
L1 vs L2,L1,L2,MAR03150,(S)-Hydroxyoctanoyl-CoA hydro-lyase,Beta oxidation of even-chain fatty acids (mitochondrial),0.945,0.0,0.0,,0.301449,-0.258461,0.383959,0.6731,51,9,60,L1,,(2E)-octenoyl-CoA[m] + H2O[m] => (S)-hydroxyoctanoyl-CoA[m],0.042987,,,,,,
L1 vs L2,L1,L2,MAR09069,L-Serine exchange,Exchange/demand reactions,1.0,0.0,0.0,,0.019596,-0.086332,0.209625,0.4118,1,60,61,L1,,serine[e] <=> ,-0.066736,,,,,,
L1 vs L2,L1,L2,MAR03151,(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase,Beta oxidation of even-chain fatty acids (mitochondrial),0.945,0.0,0.0,,0.301449,-0.258461,0.383959,0.6731,51,10,61,L1,,(S)-hydroxyoctanoyl-CoA[m] + NAD+[m] => 3-oxooctanoyl-CoA[m] + H+[m] + NADH[m],0.042987,,,,,,
L1 vs L2,L1,L2,MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,1.0,0.0,0.0,,0.089316,-0.081118,0.201407,0.4028,1,61,62,L1,,2-lysolecithin pool[c] + acyl-CoA pool[c] => CoA[c] + PC-LD pool[c],0.008198,,,,,,
L1 vs L2,L1,L2,MAR01499,Lysophosphatidylcholine Transport,Extracellular transport,1.0,0.0,0.0,,0.089316,-0.081117,0.201406,0.4028,1,62,63,L1,,2-lysolecithin pool[e] <=> 2-lysolecithin pool[c],0.008199,,,,,,
L1 vs L2,L1,L2,MAR00628,Exchange of Lysophosphatidylcholine,Exchange/demand reactions,1.0,0.0,0.0,,-0.089316,0.081117,0.201406,0.4028,1,63,64,L2,,2-lysolecithin pool[e] <=> ,-0.008199,,,,,,
L1 vs L2,L1,L2,MAR05043,Phosphate transporter  mitochondrial,Mitochondrial transport,1.0,0.0,0.0,,23.145876,-20.68058,59.722421,0.3463,1,64,65,L1,,Pi[c] + H+[i] => H+[m] + Pi[m],2.465297,,,,,,
L1 vs L2,L1,L2,MAR10366,"Transport of Methylmalonate, Antiport with Phsophate",Extracellular transport,0.999,0.0,0.0,,500.571639,-500.775659,998.623778,0.5015,35,34,69,L1,,methylmalonate[c] + Pi[e] <=> Pi[c] + methylmalonate[e],-0.20402,,,,,,
L1 vs L2,L1,L2,MAR09079,H+ exchange,Exchange/demand reactions,0.999,0.0,0.0,,-483.050679,481.487605,1002.700699,0.4802,35,37,72,L2,,H+[e] <=> ,-1.563074,,,,,,
L1 vs L2,L1,L2,MAR09047,H2O exchange,Exchange/demand reactions,0.997,0.0,0.0,,517.850721,-514.05092,998.518497,0.5148,42,31,73,L1,,H2O[e] <=> ,3.799802,,,,,,
L1 vs L2,L1,L2,MAR09383,Octadecanoate (n-C18:0) exchange,Exchange/demand reactions,0.998,0.0,0.0,,-468.755249,466.931211,989.564465,0.4719,37,41,78,L2,,O2-[e] <=> ,-1.824037,,,,,,
L1 vs L2,L1,L2,MAR03980,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,0.995,0.0,0.0,,256.541846,-255.193061,496.233349,0.5143,45,33,78,L1,,2 H2O2[c] => 2 H2O[c] + O2[c],1.348784,,,,,,
L1 vs L2,L1,L2,MAR03959,Superoxide anion transport via diffusion (extracellular),Extracellular transport,0.998,0.0,0.0,,-468.755249,466.931211,989.564465,0.4719,37,42,79,L2,,O2-[c] <=> O2-[e],-1.824037,,,,,,
L1 vs L2,L1,L2,MAR03215,(R)-Methylmalonyl-CoA CoA-carbonylmutase,"Valine, leucine, and isoleucine metabolism",0.798,5.34562e-318,1.1409315e-317,,1.085267,-0.881247,1.499803,0.5876,67,16,83,L1,,(R)-methylmalonyl-CoA[m] <=> succinyl-CoA[m],0.20402,,,,,,
L1 vs L2,L1,L2,MAR03763,(S)-Methylmalonyl-CoA hydrolase,"Valine, leucine, and isoleucine metabolism",0.798,5.34562e-318,1.124153e-317,,1.085267,-0.881247,1.499803,0.5876,67,17,84,L1,,CoA[m] + H+[m] + methylmalonate[m] => (R)-methylmalonyl-CoA[m] + H2O[m],0.20402,,,,,,
L1 vs L2,L1,L2,MAR03789,"Transport of Methylmalonate, Mitochondrial",Mitochondrial transport,0.798,5.34562e-318,1.1078607e-317,,1.085267,-0.881247,1.499803,0.5876,67,18,85,L1,,methylmalonate[c] <=> methylmalonate[m],0.20402,,,,,,
L1 vs L2,L1,L2,MAR04967,"Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial",Fatty acid oxidation,0.882,0.0,0.0,,0.301449,-0.202659,0.380538,0.5326,61,25,86,L1,,(2E)-decenoyl-CoA[m] + CoA[m] + H2O[m] + NAD+[m] => acetyl-CoA[m] + H+[m] + NADH[m] + octanoyl-CoA[m],0.09879,,,,,,
L1 vs L2,L1,L2,MAR10243,Exchange of Methylmalonate,Exchange/demand reactions,0.798,5.34562e-318,1.0920343e-317,,-1.085267,0.881247,1.499803,0.5876,67,19,86,L2,,methylmalonate[e] <=> ,-0.20402,,,,,,
L1 vs L2,L1,L2,MAR03960,superoxide:superoxide oxidoreductase,ROS detoxification,0.996,0.0,0.0,,230.134772,-229.692882,493.077056,0.4658,44,43,87,L1,,2 H+[c] + 2 O2-[c] => H2O2[c] + O2[c],0.44189,,,,,,
L1 vs L2,L1,L2,MAR05449,"Fatty Acid Beta Oxidation (C4->C2), Mitochondrial",Fatty acid oxidation,0.882,0.0,0.0,,0.301449,-0.202659,0.380538,0.5326,61,26,87,L1,,butyryl-CoA[m] + CoA[m] + FAD[m] + H2O[m] + NAD+[m] => 2 acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m],0.09879,,,,,,
L1 vs L2,L1,L2,MAR04002,ATP:AMP phosphotransferase,Purine metabolism,0.978,0.0,0.0,,0.01205,-0.429385,0.904418,0.4748,48,40,88,L1,,2 ADP[c] <=> AMP[c] + ATP[c],-0.417335,,,,,,
L1 vs L2,L1,L2,MAR02207,Trans-Hex-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,0.882,0.0,0.0,,-0.301449,0.202659,0.380538,0.5326,61,27,88,L2,,(2E)-hexenoyl-CoA[m] + H+[m] + NADPH[m] <=> hexanoyl-CoA[m] + NADP+[m],-0.09879,,,,,,
L1 vs L2,L1,L2,MAR06279,"Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial",Fatty acid oxidation,0.882,0.0,0.0,,0.301449,-0.202659,0.380538,0.5326,61,28,89,L1,,(2E)-hexenoyl-CoA[m] + CoA[m] + H2O[m] + NAD+[m] => acetyl-CoA[m] + butyryl-CoA[m] + H+[m] + NADH[m],0.09879,,,,,,
L1 vs L2,L1,L2,MAR06921,NADH:ubiquinone oxidoreductase,Oxidative phosphorylation,0.998,0.0,0.0,,11.383833,-10.379952,24.095861,0.4308,37,56,93,L1,,5 H+[m] + NADH[m] + ubiquinone[m] => NAD+[m] + ubiquinol[m] + 4 H+[i],1.003881,,,,,,
L1 vs L2,L1,L2,MAR08219,Dehydroepiandrosterone sulfate transport via bicarbonate countertransport,Sphingolipid metabolism,0.978,0.0,0.0,,0.150111,-0.149049,0.327217,0.4555,48,53,101,L1,,dihydroceramide pool[c] + NADP+[c] => ceramide pool[c] + H+[c] + NADPH[c],0.001061,,,,,,
L1 vs L2,L1,L2,MAR12040,Ceramide Diffusion,Sphingolipid metabolism,0.986,0.0,0.0,,0.181971,-0.164997,0.396877,0.4157,46,58,104,L1,,ceramide pool[e] <=> ceramide pool[c],0.016974,,,,,,
L1 vs L2,L1,L2,MAR04384,Exchange of N-Acylsphingosine,Exchange/demand reactions,0.986,0.0,0.0,,-0.181971,0.164997,0.396877,0.4157,46,59,105,L2,,ceramide pool[e] <=> ,-0.016974,,,,,,
L1 vs L2,L1,L2,MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,0.967,0.0,0.0,,5.948224,-5.597826,20.238792,0.2766,50,65,115,L1,,H2O[c] + PPi[c] => H+[c] + 2 Pi[c],0.350398,,,,,,
L1 vs L2,L1,L2,MAR04350,ATP:D-ribose 5-phosphotransferase,Pentose phosphate pathway,0.777,1.3657773437310345e-298,2.750790988077998e-298,,0.388805,-1.333243,2.923106,0.4561,71,49,120,L1,,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],-0.944438,,,,,,
L1 vs L2,L1,L2,MAR04958,D-ribose transport via diffusion,Extracellular transport,0.777,1.3657773437310345e-298,2.6392724345072688e-298,,0.388805,-1.333243,2.923106,0.4561,71,50,121,L1,,ribose[c] <=> ribose[e],-0.944438,,,,,,
L1 vs L2,L1,L2,MAR04354,"D-Ribose 1,5-phosphomutase",Pentose phosphate pathway,0.777,1.3657773437310345e-298,2.712585557688026e-298,,0.388805,-1.333243,2.923106,0.4561,71,51,122,L1,,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],-0.944438,,,,,,
L1 vs L2,L1,L2,MAR09406,R total exchange,Exchange/demand reactions,0.777,1.3657773437310345e-298,2.6392724345072688e-298,,0.388805,-1.333243,2.923106,0.4561,71,52,123,L1,,ribose[e] <=> ,-0.944438,,,,,,
L1 vs L2,L1,L2,MAR08987,"Diphopshate Transporter, Mitochondrial",Mitochondrial transport,0.943,0.0,0.0,,5.621585,-5.469799,24.974702,0.219,55,72,127,L1,,PPi[c] <=> PPi[m],0.151787,,,,,,
L1 vs L2,L1,L2,MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.943,0.0,0.0,,5.623607,-5.466797,24.97173,0.2189,55,73,128,L1,,H2O[m] + PPi[m] => H+[m] + 2 Pi[m],0.15681,,,,,,
L1 vs L2,L1,L2,MAR10046,"1,2-diacylglycerol-LD-PC pool transport(Cytosol to Extracellular)",Extracellular transport,0.927,0.0,0.0,,0.038648,-0.03594,0.183963,0.1954,57,79,136,L1,,"1,2-diacylglycerol-LD-PC pool[c] => 1,2-diacylglycerol-LD-PC pool[e]",0.002708,,,,,,
L1 vs L2,L1,L2,MAR10047,"1,2-diacylglycerol-LD-PC pool exchange",Exchange/demand reactions,0.927,0.0,0.0,,0.038648,-0.03594,0.183963,0.1954,57,80,137,L1,,"1,2-diacylglycerol-LD-PC pool[e] <=> ",0.002708,,,,,,
L1 vs L2,L1,L2,MAR01601,Phosphatidylethanolamine Transport,Extracellular transport,0.998,0.0,0.0,,0.040235,-0.038008,0.266048,0.1429,37,103,140,L1,,PE-LD pool[e] <=> PE-LD pool[c],0.002227,,,,,,
L1 vs L2,L1,L2,MAR00656,Exchange of Phosphatidylethanolamine,Exchange/demand reactions,0.998,0.0,0.0,,-0.040235,0.038008,0.266048,0.1429,37,104,141,L2,,PE-LD pool[e] <=> ,-0.002227,,,,,,
L1 vs L2,L1,L2,MAR05071,LYStiDF,Extracellular transport,0.609,3.249629335590343e-173,4.9967418816066556e-173,,0.041944,0.073305,0.166483,0.4403,93,54,147,L2,,lysine[e] => lysine[c],0.11525,,,,,,
L1 vs L2,L1,L2,MAR09259,L-Alanine exchange,Exchange/demand reactions,0.903,0.0,0.0,,0.428144,-0.466874,2.795174,0.167,59,95,154,L1,,AKG[e] <=> ,-0.03873,,,,,,
L1 vs L2,L1,L2,MAR07638,Uncoupling protein,Mitochondrial transport,0.901,0.0,0.0,,5.769789,-5.579841,34.604407,0.1612,60,97,157,L1,,H+[c] => H+[m],0.189948,,,,,,
L1 vs L2,L1,L2,MAR08467,"Cytidylate kinase (CMP,UTP),nuclear",Nucleotide metabolism,0.775,8.552237578378263e-297,1.630626631610789e-296,,-0.347908,347.3124,1896.631473,0.1831,75,83,158,L2,,CDP[c] + UDP[c] <=> CMP[c] + UTP[c],346.964492,,,,,,
L1 vs L2,L1,L2,MAR09354,EX hco3 LPAREN e RPAREN ,Exchange/demand reactions,0.77,2.432149587982038e-292,4.516849234823785e-292,,-262.547004,261.298082,1439.100242,0.1816,76,84,160,L2,,H2O2[e] <=> ,-1.248922,,,,,,
L1 vs L2,L1,L2,MAR08408,Hydrogen peroxide transport via diffusion,Extracellular transport,0.77,2.432149587982038e-292,4.516849234823785e-292,,-262.547004,261.263075,1439.100242,0.1815,76,85,161,L2,,H2O2[c] <=> H2O2[e],-1.283929,,,,,,
L1 vs L2,L1,L2,MAR04139,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.681,3.5296692483930088e-221,6.309283781502503e-221,,-4.429902,2.498034,14.046288,0.1778,80,86,166,L2,,H+[c] + NADH[c] + OAA[c] <=> malate[c] + NAD+[c],-1.931869,,,,,,
L1 vs L2,L1,L2,MAR09242,Type IIIAb exchange,Exchange/demand reactions,0.671,4.783946836177524e-214,8.144099971111735e-214,,-0.319394,0.561502,3.231468,0.1738,81,87,168,L2,,acetaldehyde[e] <=> ,0.242108,,,,,,
L1 vs L2,L1,L2,MAR04948,Acetaldehyde reversible transport,Extracellular transport,0.671,4.783946836177524e-214,8.242221657510673e-214,,-0.319394,0.561502,3.231468,0.1738,81,88,169,L2,,acetaldehyde[c] <=> acetaldehyde[e],0.242108,,,,,,
L1 vs L2,L1,L2,MAR04398,2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming),Pentose phosphate pathway,0.671,4.783946836177524e-214,8.242221657510673e-214,,-0.319394,0.561502,3.231468,0.1738,81,89,170,L2,,2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + D-glyceraldehyde 3-phosphate[c],0.242108,,,,,,
